city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount
0,94,3,1,1,6,acept,not furnished,2000
1,200,3,3,6,0,acept,not furnished,6000
1,60,2,2,1,10,acept,not furnished,3400
1,98,3,2,2,3,acept,not furnished,2000
0,75,2,1,1,2,acept,not furnished,1200
1,190,3,3,2,11,acept,furnished,13500
1,20,1,1,0,3,not acept,furnished,3142
0,46,1,1,0,2,acept,not furnished,500
1,22,1,1,0,0,not acept,not furnished,1074
1,49,1,1,0,1,acept,furnished,2600
0,105,3,2,2,6,acept,not furnished,1620
1,140,3,4,2,3,not acept,furnished,2450
1,127,2,2,2,5,acept,not furnished,5500
1,200,4,7,4,0,acept,furnished,8000
1,100,3,2,2,1,acept,not furnished,1800
1,200,2,2,2,0,acept,not furnished,3000
1,300,4,6,6,17,acept,not furnished,15000
1,25,1,1,0,0,acept,not furnished,1200
1,160,3,2,2,1,acept,not furnished,2900
1,145,3,1,2,0,acept,furnished,7200
0,62,1,1,1,5,not acept,not furnished,1250
0,50,1,1,1,16,acept,not furnished,991
0,74,3,1,1,4,acept,not furnished,900
1,190,3,3,2,0,acept,not furnished,6800
0,326,3,3,4,0,acept,not furnished,4200
1,240,4,4,4,22,acept,not furnished,6672
1,40,1,1,0,18,not acept,furnished,2600
1,42,1,1,1,4,not acept,not furnished,2350
1,90,2,1,0,1,acept,not furnished,2000
1,84,1,2,0,1,acept,furnished,6000
1,70,2,1,1,7,acept,not furnished,1300
1,110,3,2,2,11,acept,not furnished,3500
1,110,3,2,3,11,acept,not furnished,2700
1,90,2,2,1,6,acept,furnished,6500
0,308,3,3,4,0,acept,not furnished,4700
1,61,2,2,1,13,acept,not furnished,4000
0,400,5,7,4,5,acept,not furnished,7900
1,320,3,3,2,10,acept,not furnished,8330
1,50,1,1,1,2,acept,not furnished,2350
1,80,1,1,1,5,acept,furnished,7200
1,44,1,1,0,13,not acept,furnished,1900
1,130,5,2,0,2,acept,not furnished,3000
1,400,5,6,0,0,acept,not furnished,5200
1,130,2,1,1,9,acept,not furnished,3850
1,96,3,3,1,11,acept,not furnished,2450
1,57,2,2,2,12,acept,not furnished,2800
1,240,3,3,2,0,acept,furnished,4350
1,30,1,1,1,6,acept,not furnished,2001
1,20,1,1,0,2,acept,furnished,1800
1,45,2,1,0,2,acept,not furnished,900
1,250,4,5,2,17,acept,furnished,12750
1,240,4,5,5,5,acept,not furnished,7000
1,22,1,1,0,25,acept,not furnished,2100
1,240,3,4,3,2,acept,not furnished,4150
1,206,4,4,3,10,acept,not furnished,12000
1,96,3,3,1,11,acept,not furnished,2450
1,156,3,4,2,2,acept,not furnished,2000
1,400,3,3,3,0,not acept,not furnished,8300
0,60,2,1,1,3,acept,not furnished,880
0,37,1,1,0,4,not acept,furnished,761
1,73,2,2,2,1,acept,not furnished,1200
1,182,3,4,3,0,acept,not furnished,7000
1,300,3,4,1,0,acept,not furnished,4500
1,48,1,1,0,5,not acept,not furnished,1590
1,850,4,4,8,0,acept,not furnished,12000
1,76,3,1,1,2,acept,not furnished,2250
1,57,2,2,1,2,not acept,furnished,2300
1,104,2,1,0,8,not acept,not furnished,3000
1,65,3,3,2,9,acept,not furnished,2000
1,64,2,1,0,6,acept,not furnished,2050
1,31,1,1,0,14,acept,furnished,3300
1,35,1,1,1,1,not acept,furnished,3507
1,275,3,5,6,0,acept,furnished,13000
1,310,4,5,5,6,acept,furnished,12000
1,58,2,2,1,4,not acept,not furnished,3120
1,55,2,1,0,4,acept,not furnished,2300
1,53,1,2,1,3,acept,furnished,3300
1,35,1,1,0,0,acept,not furnished,1100
1,180,4,4,1,0,acept,not furnished,3581
1,71,1,1,0,1,acept,not furnished,1443
1,180,3,4,3,12,acept,furnished,3400
1,900,5,9,8,1,acept,furnished,15000
1,32,1,1,1,18,not acept,furnished,3500
1,98,2,2,2,29,acept,not furnished,8500
1,180,3,2,2,6,acept,not furnished,4000
1,47,1,1,1,15,acept,not furnished,1800
1,109,3,2,2,7,acept,not furnished,2500
1,210,4,4,4,5,acept,not furnished,13100
1,109,3,2,1,3,acept,not furnished,3500
1,116,4,3,2,8,acept,not furnished,2400
1,111,3,2,0,7,acept,not furnished,2500
1,120,3,3,2,1,acept,furnished,8950
1,178,4,3,2,5,acept,not furnished,6700
1,39,1,1,1,5,acept,furnished,1700
1,59,1,1,0,12,not acept,not furnished,901
1,54,1,2,1,13,acept,furnished,6000
1,35,1,1,0,3,not acept,furnished,1750
1,244,3,2,3,14,acept,furnished,7000
1,170,3,2,2,0,acept,not furnished,3200
1,300,3,3,8,0,acept,not furnished,4675
1,35,1,1,0,7,not acept,not furnished,1140
1,114,5,3,1,0,acept,not furnished,6000
1,300,3,4,8,0,acept,not furnished,5500
1,166,3,2,1,7,acept,not furnished,4000
1,90,2,3,1,2,acept,not furnished,2100
1,100,4,4,1,0,acept,not furnished,10000
0,76,1,2,0,1,acept,not furnished,700
1,200,3,3,2,5,acept,not furnished,7000
1,156,3,2,1,0,acept,not furnished,2000
1,94,2,2,2,0,acept,not furnished,2540
0,53,1,1,1,3,acept,not furnished,550
1,85,2,1,1,12,acept,furnished,2426
1,50,2,1,1,4,acept,not furnished,1200
1,127,4,3,2,11,not acept,not furnished,5500
1,35,1,1,0,0,acept,not furnished,1100
1,370,4,4,3,0,acept,not furnished,7900
0,70,2,2,2,15,acept,furnished,2890
1,700,6,8,8,0,acept,furnished,14000
1,79,2,2,0,13,acept,furnished,4500
1,46,1,1,1,3,acept,furnished,3000
1,300,4,5,6,0,acept,furnished,15000
1,62,2,2,1,2,acept,not furnished,1900
1,296,4,5,3,3,acept,not furnished,15000
1,40,1,1,0,4,acept,not furnished,700
1,52,1,1,1,7,not acept,furnished,3200
1,58,2,2,1,3,acept,not furnished,2300
0,123,3,2,2,13,acept,not furnished,2000
0,80,2,1,1,1,acept,not furnished,1250
1,170,3,2,1,14,acept,furnished,10500
1,260,4,4,4,4,acept,not furnished,15000
1,90,2,2,1,7,acept,furnished,5500
1,190,3,2,1,6,not acept,not furnished,5620
1,40,1,1,1,13,not acept,not furnished,1914
1,120,3,2,0,0,not acept,not furnished,2501
1,57,1,1,1,16,acept,furnished,3100
0,70,1,1,1,4,acept,not furnished,870
1,120,2,3,2,2,acept,furnished,5391
1,135,3,3,2,7,acept,furnished,7500
1,300,4,6,5,0,acept,not furnished,10120
1,36,1,1,1,4,acept,not furnished,1300
1,33,1,1,0,1,not acept,not furnished,1305
1,65,2,2,1,3,acept,not furnished,2800
1,67,2,1,1,1,acept,not furnished,1700
1,51,1,1,0,13,acept,furnished,2500
1,38,1,1,0,16,acept,furnished,2500
1,80,2,1,1,0,acept,not furnished,1800
1,275,3,3,1,11,acept,furnished,8850
1,33,1,1,1,5,acept,not furnished,2000
1,40,1,1,1,0,not acept,not furnished,972
1,210,4,4,3,3,acept,not furnished,4675
1,90,2,2,1,0,not acept,not furnished,4500
1,260,4,4,3,11,not acept,not furnished,15000
1,40,1,1,1,16,acept,furnished,3500
1,50,1,1,0,0,acept,not furnished,2500
0,50,2,1,1,0,not acept,not furnished,1120
1,68,1,2,1,5,acept,not furnished,6000
1,20,1,1,0,2,not acept,furnished,2060
1,189,3,3,1,12,acept,not furnished,5800
1,160,4,4,3,9,acept,furnished,6500
0,60,2,2,1,19,acept,not furnished,1503
1,440,3,2,4,0,acept,not furnished,4500
1,220,5,5,4,22,acept,not furnished,8880
1,33,1,1,1,8,acept,furnished,2070
1,354,5,6,3,0,acept,not furnished,8850
1,110,3,3,2,0,acept,not furnished,4800
1,58,2,3,2,0,not acept,not furnished,2000
1,600,4,6,6,0,acept,not furnished,12000
1,56,2,1,1,10,acept,not furnished,1200
0,100,2,1,3,0,acept,not furnished,1250
1,440,4,3,7,0,not acept,not furnished,15000
0,270,3,3,5,0,acept,not furnished,7500
1,75,1,1,0,0,not acept,not furnished,1450
1,205,4,3,3,10,acept,not furnished,10000
1,380,4,5,5,2,acept,not furnished,3400
1,260,4,2,2,3,acept,not furnished,6000
1,147,3,4,3,7,acept,not furnished,4500
1,90,2,1,1,2,acept,not furnished,3000
1,40,1,1,0,0,not acept,not furnished,650
1,20,1,1,0,6,acept,furnished,1800
1,80,3,1,0,0,acept,not furnished,2400
1,147,3,3,2,7,acept,not furnished,2200
1,750,4,5,8,0,acept,not furnished,15000
1,109,4,2,2,13,acept,not furnished,6500
1,200,3,3,2,1,acept,furnished,2000
1,272,4,5,3,3,not acept,not furnished,6200
1,96,3,2,2,10,acept,not furnished,1770
0,92,3,2,2,8,acept,not furnished,2000
1,36,1,1,1,16,acept,furnished,5000
1,212,4,4,3,7,not acept,not furnished,9200
1,23,1,1,0,25,acept,not furnished,2150
1,216,4,3,4,28,not acept,not furnished,5000
1,360,4,5,2,8,acept,not furnished,15000
1,278,4,4,3,10,acept,not furnished,5500
1,68,2,2,2,18,acept,not furnished,2300
1,20,1,1,0,0,acept,furnished,1800
1,350,4,6,6,0,acept,furnished,9600
0,80,2,2,2,11,acept,not furnished,2200
1,330,3,4,2,11,acept,not furnished,8400
1,250,4,4,2,17,acept,furnished,6000
1,250,3,2,3,35,acept,furnished,15000
1,164,3,3,1,3,acept,furnished,9000
1,66,3,2,0,9,acept,not furnished,3550
1,240,3,2,3,0,acept,not furnished,3500
1,50,1,1,1,8,acept,furnished,2800
1,60,2,1,0,0,acept,not furnished,1200
0,50,2,1,1,1,acept,not furnished,680
1,127,4,3,2,4,acept,not furnished,4930
1,180,3,3,2,7,acept,not furnished,7000
1,230,3,3,1,3,acept,not furnished,5800
0,50,1,1,0,2,acept,not furnished,550
1,60,2,2,2,15,acept,not furnished,1900
1,47,2,1,0,5,not acept,furnished,2200
1,90,3,2,1,7,acept,not furnished,2400
1,30,1,1,0,0,not acept,furnished,1826
0,76,3,2,1,4,acept,not furnished,950
1,110,2,4,2,2,acept,furnished,7500
1,450,4,5,6,0,acept,not furnished,12000
1,43,2,1,1,1,acept,not furnished,1020
1,60,2,2,2,11,acept,furnished,3800
1,150,3,3,2,12,acept,not furnished,4000
1,65,2,2,2,2,not acept,furnished,4000
1,72,3,1,1,2,acept,not furnished,1600
1,120,3,2,1,0,acept,not furnished,3000
1,800,4,7,8,0,not acept,not furnished,8500
1,82,1,2,1,1,not acept,furnished,11000
0,70,1,1,1,2,acept,furnished,1600
1,250,3,4,4,15,acept,not furnished,4000
0,76,3,2,1,6,not acept,furnished,1950
1,60,2,2,2,6,acept,furnished,1811
1,197,3,3,2,8,acept,not furnished,6000
0,100,3,2,2,0,acept,not furnished,2250
1,40,1,1,1,2,not acept,furnished,1635
1,62,1,2,1,2,acept,furnished,11000
1,35,1,1,0,0,not acept,not furnished,1280
1,23,1,1,0,25,acept,not furnished,2100
1,323,3,5,6,0,acept,not furnished,10000
1,450,3,2,0,0,acept,not furnished,5800
1,560,4,6,5,3,not acept,not furnished,7948
1,156,3,2,2,10,acept,not furnished,8000
1,130,2,1,2,0,acept,not furnished,2600
1,108,4,2,0,9,acept,not furnished,5500
1,20,1,1,0,1,not acept,not furnished,1000
1,165,3,4,3,7,acept,not furnished,3500
0,120,3,1,1,3,not acept,not furnished,1800
1,200,4,4,6,0,acept,not furnished,4320
1,132,3,2,2,8,acept,furnished,4000
1,154,3,3,2,12,acept,furnished,2000
1,113,2,1,1,5,acept,not furnished,3000
1,310,4,4,3,0,acept,not furnished,7000
1,70,2,2,2,16,acept,not furnished,3300
1,91,2,3,2,5,not acept,not furnished,9800
1,156,3,4,2,7,acept,not furnished,2000
1,48,2,1,1,10,acept,not furnished,1690
0,54,1,2,0,1,acept,not furnished,720
0,256,4,5,4,8,acept,not furnished,3000
1,20,1,1,0,1,not acept,furnished,2050
1,72,2,2,1,9,acept,not furnished,1539
1,159,2,3,1,8,not acept,furnished,3230
1,220,3,3,2,14,not acept,furnished,6300
1,190,3,4,1,0,acept,not furnished,4100
1,25,1,1,0,2,acept,not furnished,1410
1,100,2,1,2,0,not acept,not furnished,6000
1,171,4,5,4,4,acept,not furnished,8000
1,230,4,3,1,1,not acept,not furnished,4000
0,75,3,2,2,1,acept,not furnished,1600
1,68,2,1,1,5,acept,not furnished,1600
1,160,2,1,0,0,acept,not furnished,1660
1,100,2,2,2,6,acept,furnished,6500
1,287,4,4,4,6,not acept,not furnished,11300
0,55,2,1,1,2,acept,not furnished,749
1,50,2,1,1,11,not acept,furnished,2500
1,39,1,1,1,20,acept,not furnished,1577
1,16,1,1,0,1,not acept,not furnished,1200
1,200,4,3,3,1,acept,furnished,5800
1,83,2,3,2,0,acept,not furnished,3500
1,22,1,1,1,14,not acept,furnished,2000
0,80,3,2,2,14,not acept,not furnished,1800
1,100,3,2,3,0,acept,not furnished,4990
1,210,3,2,1,5,acept,furnished,7500
1,33,1,1,0,18,acept,not furnished,2000
1,64,1,2,1,15,acept,furnished,8900
1,98,2,2,0,6,acept,not furnished,2500
1,200,3,4,2,0,not acept,furnished,9800
1,44,1,1,1,17,not acept,furnished,2288
1,420,3,3,4,7,acept,not furnished,12000
1,55,1,1,0,0,acept,furnished,1500
1,40,1,1,0,0,acept,not furnished,900
1,80,2,1,1,2,acept,furnished,3100
0,131,3,3,3,7,not acept,not furnished,5800
1,66,2,1,1,5,not acept,not furnished,2300
1,98,1,1,1,0,not acept,not furnished,1283
1,77,1,2,1,29,acept,furnished,7740
1,293,4,3,3,5,acept,not furnished,1190
1,320,4,4,6,8,acept,furnished,15000
1,10,4,3,2,0,acept,not furnished,2670
1,178,3,2,1,6,acept,not furnished,3000
1,90,2,1,2,4,acept,not furnished,2000
1,64,2,2,1,14,acept,furnished,5000
1,57,2,1,1,8,acept,furnished,1800
1,240,3,1,2,8,acept,not furnished,4000
1,140,4,4,3,5,acept,not furnished,3600
1,59,1,1,1,3,acept,furnished,3900
1,178,3,3,1,10,acept,not furnished,5000
1,430,4,4,8,0,acept,not furnished,5500
1,65,2,1,1,3,acept,not furnished,1400
1,100,2,2,1,11,not acept,not furnished,1500
1,106,2,3,2,14,acept,furnished,3980
1,234,3,5,4,0,acept,furnished,3680
1,417,5,4,2,0,acept,not furnished,12000
1,125,3,2,2,0,acept,not furnished,1450
0,64,2,1,1,10,acept,not furnished,820
1,99,3,2,1,3,acept,not furnished,2500
1,30,1,1,1,14,acept,not furnished,2800
1,100,2,2,1,15,not acept,not furnished,7600
1,225,3,2,2,0,acept,not furnished,2300
1,125,3,2,2,4,acept,furnished,4000
1,180,2,2,5,0,acept,not furnished,3000
1,50,1,1,0,0,not acept,not furnished,892
0,55,2,1,1,1,acept,not furnished,1397
1,30,1,1,0,3,acept,furnished,3000
1,220,4,3,4,4,acept,not furnished,11000
1,30,1,1,0,9,acept,not furnished,1000
1,195,3,3,3,0,acept,furnished,4000
1,109,3,2,2,13,acept,not furnished,6500
1,45,1,1,0,0,acept,not furnished,928
1,280,4,4,2,0,acept,not furnished,8000
0,212,4,1,2,0,acept,not furnished,1500
0,42,1,1,1,16,not acept,not furnished,2000
1,100,3,3,1,0,acept,not furnished,7000
1,35,1,1,0,0,acept,not furnished,850
1,300,3,3,1,0,acept,furnished,11000
1,600,4,6,5,13,acept,not furnished,6000
1,70,2,2,1,0,acept,not furnished,2100
1,35,1,1,0,1,not acept,furnished,1700
1,180,5,3,2,0,not acept,not furnished,9000
1,210,3,3,3,17,acept,not furnished,7000
1,96,3,3,2,5,acept,not furnished,3700
1,46,1,1,1,12,not acept,furnished,5000
1,68,2,2,2,13,not acept,furnished,4000
1,135,2,3,1,19,not acept,furnished,8000
1,235,3,4,4,2,acept,furnished,15000
1,190,4,5,3,10,acept,not furnished,4000
0,75,2,1,1,0,acept,not furnished,1140
1,35,1,1,1,16,acept,furnished,4900
1,40,1,1,2,5,acept,not furnished,1559
1,245,3,3,1,18,acept,furnished,12000
1,55,2,1,1,6,acept,not furnished,1300
1,49,1,1,1,5,acept,not furnished,2600
1,60,2,1,0,3,acept,not furnished,1850
0,60,2,1,1,16,not acept,not furnished,1400
1,190,3,4,3,14,acept,furnished,2740
1,95,3,2,2,16,not acept,not furnished,3150
1,125,2,1,1,0,acept,not furnished,1490
1,250,3,4,4,0,acept,furnished,4200
1,230,3,4,2,12,acept,furnished,5900
1,168,3,3,3,3,acept,not furnished,2700
1,132,3,1,2,7,not acept,furnished,8000
1,294,4,6,8,0,acept,furnished,3000
1,25,1,1,0,12,acept,not furnished,2100
1,48,1,1,1,6,acept,not furnished,2200
1,98,2,2,1,13,acept,not furnished,2166
0,226,4,2,2,10,acept,not furnished,2780
1,60,2,1,1,2,acept,not furnished,2700
1,55,1,1,1,7,acept,not furnished,2050
1,31,1,1,0,6,acept,not furnished,2614
1,150,2,3,1,0,acept,not furnished,1650
1,70,2,1,0,0,acept,not furnished,1350
1,234,3,4,3,13,acept,not furnished,7000
1,188,1,3,2,10,not acept,not furnished,8000
1,198,4,5,4,17,acept,not furnished,4000
0,57,1,1,1,2,acept,not furnished,2600
1,550,3,2,4,0,not acept,not furnished,3805
1,700,5,7,5,0,acept,not furnished,15000
1,240,4,2,4,0,acept,not furnished,8000
1,100,3,3,2,2,not acept,furnished,1490
1,167,3,3,2,7,acept,not furnished,5500
0,85,2,1,0,0,acept,not furnished,800
1,55,1,2,1,18,acept,furnished,5500
1,56,2,1,1,6,acept,furnished,3190
1,72,2,1,1,2,not acept,furnished,1650
1,350,4,3,3,1,not acept,furnished,15000
1,190,3,3,3,6,acept,furnished,4500
1,65,2,1,1,4,acept,not furnished,1750
1,290,3,3,3,0,acept,not furnished,8000
0,45,1,1,0,3,acept,not furnished,900
1,185,3,2,2,11,acept,not furnished,11500
0,54,1,1,1,6,not acept,not furnished,1370
1,240,4,3,3,6,acept,not furnished,12000
1,90,3,3,2,0,acept,not furnished,2000
0,348,3,3,3,0,acept,not furnished,4850
1,251,3,2,2,0,acept,not furnished,3400
1,140,3,1,2,0,not acept,not furnished,6000
1,220,3,4,8,0,not acept,not furnished,3493
1,42,1,1,1,14,not acept,not furnished,5000
0,100,3,2,0,2,not acept,not furnished,808
0,65,2,1,1,1,not acept,not furnished,1000
1,70,3,2,1,3,acept,not furnished,2000
1,80,2,2,0,0,acept,not furnished,2000
1,292,4,3,3,8,acept,furnished,11480
1,28,1,1,0,1,acept,not furnished,1329
1,130,3,2,1,7,not acept,not furnished,6900
1,145,3,2,1,4,acept,not furnished,3445
1,58,1,1,0,2,not acept,not furnished,1398
1,380,3,5,1,10,not acept,not furnished,15000
1,100,2,2,2,10,acept,not furnished,2600
0,62,1,1,1,1,not acept,not furnished,755
0,55,2,1,1,0,acept,not furnished,750
1,98,2,2,1,0,not acept,not furnished,2990
1,159,3,3,1,6,acept,not furnished,3000
1,210,3,5,4,6,acept,furnished,11900
0,60,2,1,1,3,acept,not furnished,880
1,472,3,2,4,0,acept,not furnished,6500
1,128,3,2,2,1,acept,not furnished,3000
1,83,2,1,1,1,acept,not furnished,1147
1,50,1,1,1,6,not acept,furnished,2500
1,112,3,2,3,0,acept,not furnished,3300
0,52,3,1,1,1,acept,furnished,1200
1,40,1,1,1,9,acept,furnished,4800
1,500,4,6,3,0,acept,not furnished,15000
1,55,2,1,1,13,acept,not furnished,1800
1,365,3,5,2,5,acept,furnished,8500
1,40,1,2,1,28,not acept,furnished,4200
1,25,1,1,1,25,acept,not furnished,2100
0,85,3,2,2,9,acept,furnished,3000
0,170,4,3,1,10,not acept,not furnished,3700
1,300,3,5,4,12,not acept,not furnished,6000
1,53,2,1,1,7,not acept,not furnished,1200
1,387,4,5,6,0,acept,not furnished,13000
1,85,3,2,1,4,acept,not furnished,3100
0,45,2,1,1,3,acept,not furnished,850
1,44,1,1,0,1,not acept,not furnished,1200
1,92,2,2,1,6,not acept,not furnished,2490
1,45,1,1,1,0,acept,not furnished,1300
1,60,2,1,0,10,acept,not furnished,1654
1,150,3,5,2,14,acept,not furnished,3102
1,35,1,1,0,1,not acept,not furnished,1305
1,70,2,2,1,6,acept,not furnished,3500
1,350,3,5,4,13,acept,not furnished,3760
1,20,1,1,0,5,acept,furnished,1800
1,316,4,6,4,18,acept,furnished,8000
1,38,1,1,0,16,not acept,not furnished,2001
1,62,3,2,1,5,acept,not furnished,1583
0,258,2,2,1,0,acept,not furnished,1400
0,402,4,5,2,0,not acept,not furnished,4800
1,200,3,1,2,0,acept,not furnished,3000
1,60,1,1,1,6,acept,not furnished,2240
0,54,2,1,1,10,acept,not furnished,1500
1,53,2,1,1,8,acept,furnished,1200
1,50,1,1,0,1,acept,not furnished,950
0,65,2,1,1,3,acept,not furnished,1250
0,81,3,2,2,3,acept,not furnished,2230
1,68,2,2,1,18,acept,not furnished,3400
1,158,3,3,2,10,not acept,not furnished,5500
1,114,2,2,1,4,acept,not furnished,2000
1,80,3,2,2,5,acept,not furnished,2400
0,111,3,3,3,6,not acept,furnished,5000
1,160,3,4,2,3,acept,not furnished,8500
1,630,4,6,4,0,not acept,not furnished,12300
1,68,1,1,0,0,not acept,not furnished,1140
0,60,2,1,1,1,acept,not furnished,1000
1,110,3,2,1,10,acept,not furnished,2800
1,255,4,4,3,2,acept,not furnished,6600
1,252,4,6,3,19,acept,not furnished,12000
1,86,2,1,1,12,acept,not furnished,3007
1,48,2,1,0,2,acept,not furnished,1191
0,300,4,5,3,9,acept,not furnished,9500
1,130,3,2,1,13,acept,not furnished,2900
1,36,1,1,0,1,acept,not furnished,1800
0,220,3,1,4,0,not acept,not furnished,2800
1,96,2,2,2,5,acept,not furnished,1600
1,280,3,3,5,0,acept,not furnished,3500
1,70,1,1,1,0,acept,not furnished,1170
1,102,2,2,1,1,acept,not furnished,1700
1,70,2,1,0,6,acept,not furnished,1800
1,35,1,1,0,18,acept,not furnished,1850
1,60,2,2,1,5,acept,not furnished,1465
1,500,2,2,1,0,acept,not furnished,2260
1,238,4,5,3,1,not acept,not furnished,15000
1,127,3,2,2,1,acept,not furnished,5000
1,298,4,4,3,6,acept,not furnished,9000
1,75,3,1,1,9,acept,not furnished,2951
0,105,2,2,2,11,acept,not furnished,3800
1,279,5,5,6,3,acept,furnished,4740
1,100,1,2,1,13,not acept,not furnished,6000
1,100,3,2,1,12,acept,not furnished,1946
1,120,4,2,2,0,not acept,not furnished,4500
1,98,3,2,1,7,acept,furnished,3318
0,550,5,6,8,0,acept,not furnished,10600
1,100,3,2,6,0,acept,not furnished,7500
0,55,1,1,0,5,not acept,not furnished,950
1,58,2,2,1,1,acept,not furnished,2588
1,180,3,3,1,6,not acept,not furnished,7500
1,22,1,1,0,25,acept,not furnished,2100
0,82,3,2,1,1,acept,not furnished,1200
0,194,3,2,3,0,acept,not furnished,3500
1,70,3,2,1,1,acept,not furnished,2300
1,67,2,2,2,4,acept,furnished,4675
1,100,3,2,2,6,not acept,not furnished,2000
1,60,2,2,1,8,acept,not furnished,1650
1,62,2,2,1,5,acept,not furnished,2500
1,44,1,1,0,4,acept,furnished,2500
1,66,2,2,1,15,not acept,not furnished,2748
1,86,2,1,1,1,acept,not furnished,2372
1,300,3,4,0,0,acept,furnished,10000
0,60,2,1,1,7,acept,not furnished,900
0,65,2,1,1,7,acept,not furnished,1100
1,46,1,1,1,5,acept,furnished,1600
1,70,2,2,1,13,acept,not furnished,4400
1,110,2,2,0,13,acept,not furnished,2690
1,20,1,1,0,3,not acept,furnished,600
1,200,3,3,3,3,acept,not furnished,4790
1,150,3,3,2,10,acept,not furnished,4000
1,120,3,1,0,0,acept,not furnished,2200
1,176,3,4,3,20,not acept,not furnished,9500
0,40,1,1,1,2,not acept,not furnished,1000
1,350,3,6,4,28,acept,furnished,12000
1,65,2,2,1,3,acept,not furnished,1613
1,35,1,1,1,4,acept,furnished,1850
0,88,1,1,2,0,acept,not furnished,2200
1,106,2,2,2,1,not acept,furnished,10600
1,220,4,4,1,19,acept,not furnished,4000
1,40,1,1,0,2,acept,not furnished,1020
0,70,3,1,1,1,acept,not furnished,1500
1,227,4,4,3,7,not acept,furnished,15000
1,208,3,3,2,2,acept,furnished,7000
1,238,4,3,1,7,acept,not furnished,5000
1,161,3,3,3,17,acept,not furnished,10000
1,85,3,2,2,3,acept,not furnished,2350
1,192,2,3,1,1,acept,furnished,12000
0,71,2,1,1,3,acept,not furnished,1130
1,55,1,1,0,13,acept,not furnished,1300
0,219,4,5,2,4,acept,furnished,3800
1,200,2,2,1,0,acept,not furnished,2300
1,50,1,1,0,0,not acept,not furnished,1266
1,90,2,1,0,0,acept,not furnished,2800
1,45,1,1,1,1,not acept,furnished,5520
1,120,2,2,1,3,not acept,furnished,3300
1,170,3,2,1,5,acept,not furnished,4500
1,400,4,3,4,0,acept,not furnished,3760
1,42,1,1,1,3,acept,not furnished,2700
1,31,1,1,1,3,not acept,furnished,1990
1,350,3,5,3,0,acept,not furnished,4500
1,62,1,1,0,4,acept,furnished,2300
1,83,2,3,2,8,acept,not furnished,3200
1,35,1,1,0,1,not acept,not furnished,1305
1,147,3,2,2,4,acept,not furnished,3600
1,208,4,4,3,5,acept,not furnished,12000
1,30,1,1,0,0,acept,not furnished,750
1,97,2,2,2,3,acept,not furnished,2200
1,30,1,1,0,0,not acept,not furnished,920
1,104,3,2,2,8,acept,not furnished,3300
1,230,4,3,3,0,acept,not furnished,8200
1,20,1,1,0,4,not acept,furnished,3142
1,298,4,4,1,0,acept,not furnished,3000
1,127,2,1,2,0,acept,not furnished,2250
0,60,3,2,1,3,acept,not furnished,800
